look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.5 Hazy golden-orange with visible effervescence, a creamy white head, good retention, and streaky lacing.  Smells of ripe banana, clove, hay, dried apricot, pear, apple skin, honeydew melon, and toast.  The taste follows the nose. Banana and dried apricot upfront, followed by toast and cracker, apple, pear, lemon, honeydew melon, green grape, hay and clove. A hint of sweetness throughout, but finishes dry and spicy.  The feel is medium-plus-ish, highly carbonated like champagne, providing a prickling and pillowy sensation that quickly rolls across the palate and disappears into dryness.  A sensational American saison! One of the OG American saisons, this stands up to the test of the time. Phenomenal stuff.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 Poured into my Golden Monkey tulip; huge white, frothy head, about three-fingers and golden-orange in color. Very hazy and has tiny sediment that can be seen floating throughout the beer. Leaves decent tracing sporadically. Aroma is yeast, lemon, orange peel, and grass up front, also contains spice. The flavor matches up with the aroma and adds a certain sweetness to the mix. I would agree with some others that there is a champagne type feel to the finish, really broad and distinct overall. Refreshing and easy to drink, just a really good brew.    I've been becoming a pretty big saison fan and this beer is easily one of the best I've had to date.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 This wasn't bad and I know it is supposed to be one of the quintessential Saisons out there, but this was just too sweet for me. Otherwise it was pretty good, but the sweetness really hurt this one for me overall.    Would Drink Again: No  Would Purchase Again: No   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Bottle states packaged on 11/21/14. Consumed over a year later, on 12/10/2015. 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 Poured from 12-ounce bottle into a TeKu glass. Appearance is an opaque dark yellow with a luxurious white head of long-lasting foam. Picked up the aromas of orange peel and coriander right away. Taste is what you would expect from a farmhouse saison, with quite a bit of intensity from the spices and orange. Nicely balanced. I have come to appreciate this style, and Hennepin exemplifies it very well.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.5 | overall: 4.25 Look - A light golden color. Hazy. Bubbly head  Smell - Yeasty, Bready, lemon, lemon peel, spice, sourness  Taste - Lemon, Lemon Zest, citrus, spice, bread, sour, Champagne type tang on the back end    Overall - This is the first saison that actually blew me away. My favorite to date. Refreshing and super enjoyable.   
look: 4.5 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Really well done. Bottle conditioned - Yellow/Gold color with a creamy head - Head stays intact   Yeast comes through in the nose with biscuit and floral highlights - the yeast strain is the dominant contributor to the nose.  The mouth feel is light in body with a bright and crisp finish - very refreshing  taste starts with a little bit of a citrus quality and moves seamlessly into a spice quality. It finishes with a slight sourness that is very pleasant and gives the beer a dry quality.   
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 One of those bottles I've passed by on the shelf so many times. First go at a saison with this one. Pours golden with lasting, dense white top. Aromas of fruit, spice, and lemon. Similar in flavor, but with more of the witbier character. I've enjoyed better wheats, so while this is good, and tasty, and great looking.... it doesn't strike me as outstanding.   
look: 1.75 | smell: 2.25 | taste: 2.75 | feel: 2.75 | overall: 3 It was a classic saison 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.5 
look: 4 | smell: 4 | taste: 3.25 | feel: 3.25 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 Tastes more like a wheat beer than a saison. Wish it had a little more funk. 
look: 3.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 Look: The body is gold and has a one-finger head which quickly recedes to a thin layer of white foam.    Smell: The nose offered notes of toned-down lemon juice. Expect no funky smell.    Taste: The palate matches the nose right off the glass like many North American Saisons. Then, it shifts quickly to notes of Belgian spices which are milder than those found in the back-end of a witbier. As a result of that, Hennepin is not aggressive on our tongue and is very drinkable.    Feel: Like any saison, be it from Belgium or North America, this beer is refreshing. Moreover, we do not feel a crispness that might blur the lines between a saison, a radler or a lemonade. This last detail is a plus.    Overall: This beer is a simple textbook North American saison. Although it is stylistically anonymous because of its simple notes of lemon on the front-end, its simplicity actually makes its charm. The only reservation I have with Hennepin as well as other North American saisons has to do with the head retention. Sure, the beer has a nice lacings, but it can't match other Belgian saisons, which mostly manage to keep a half-a-finger head during a tasting session. Despite this flaw, I would drink this very often during summer.   
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 3.25 | smell: 3.75 | taste: 2.75 | feel: 3.25 | overall: 3 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.75 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 3.75 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 Flashback #155 
look: 4 | smell: 4.25 | taste: 4 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.5 | overall: 4 
look: 4.25 | smell: 4.75 | taste: 4.75 | feel: 4.5 | overall: 4.75 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 On tap at Imbibe. Pours yellow gold with a white head. Nose is spice and tart citrus. Mouthfeel is light. 
look: 4.25 | smell: 4.25 | taste: 3.75 | feel: 3.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 3 | smell: 3.25 | taste: 3.5 | feel: 4 | overall: 3.5 
look: 4.5 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 2.75 | smell: 2.5 | taste: 2.5 | feel: 2.5 | overall: 2.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 Excellent Sassion 
look: 4.5 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 This grain bill makes this beer. Such an excellent brew with with a nice drinkable abv that doesn't come close to what it is calling for. 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Appearance: Pours a cloudy straw-color with an absolutely massive, bubbly head. The head might be my one complaint about the beer, though. As I find it necessary to pour extremely carefully or it's almost inevitable that the beer will bubble over.    Smell: The Belgian funk is readily apparent. Smells primarily grassy, but hints of fruitiness round it out quite nicely.    Taste: Like the smell, funky grassiness is the primary taste. Hints of citrus and spice dance about the edges, and though there's not much hop bitterness they do leave some floral notes that linger after the swallow.    Mouthfeel: Light, with carbonation that dances and tingles pleasantly across your tongue.    Overall: An impressive Saison, not as harsh as some I've had and very drinkable. I find myself particularly fond of how the few citrus and spicy notes seem to complement the grassiness just perfectly. Undoubtedly a great beer that deserves its reputation.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 3.5 | taste: 3.75 | feel: 3.5 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 Re-review. 12 oz bottle into a teku.    Appearance: Pours a cloudy (as it should be, damnit) straw color. The head is a billion fingers high and white in shade. What's worse, the head is both incredibly fluffy and long-lasting. Some lacing sticks to the glass, too. If someone asked me what the stereotypical saison SHOULD look like, I'd point them to this. I've sort of becomes attached to the theory that a beer's aesthetics are mutually exclusive to how it will taste; with this, I simply can't wait to drink it. (4.5)    Smell: It's like, every single note I expect from a standard (non-brett) saison is here and in full force. I really pick up massive notes of black pepper and grass, along with some mild apple and pear notes. As it opens up, I also pick up some sesame seed. This takes a lot of elements from a witbier, too - the coriander is particularly strong (yet doesn't devolve into Underwood deviled ham like some coriander-laden beers can). It takes all the good elements from a saison and a witbier, and creates something that smells killer. (4.25)    Taste: I get some saison spice initially. From first sip, I can easily tell there's a lot going on here. As the notes of black pepper, fresh-cut grass, and sesame seed gently subside, I start to pick up notes of coriander, candied sugar, and lemon. Of course, I also have to mention the ester flavors: the apple, pear, and white grape notes really sing on the palate. The finish brings back some grassiness. Why the hell didn't I revisit this one sooner?! (4.25)    Mouthfeel: This is refreshing yet decently substantial, like a saison should be. If there's one complaint about this beer, just one complaint, is that it's a bit too sweet at times. Whatever, it's 7.7% and doesn't have brett to eat away at the residual sugar, so I'm peachy. Carbonation is moderate yet mouth-filling. (4)    Overall: This is a classic for a reason. It drinks like an archetypal saison, yet adds just enough witbier elements to make it even more interesting (instead of detracting). This is what happens when you search for the latest and greatest saisons: you ignore stuff like this that's on the shelf 24/7, and come to regret it when you finally decide to pick it up again a couple years later. No more, I'm going to be buying a lot more of this in the future. (4.25)    4.24/5: I could just buy this and Dupont in lieu of all other non-brett saisons and not feel like I'm missing anything   
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3.5 | overall: 3.5 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 glowing opaque gold, big white head that poofs. nose; belgian yeast and clove. taste; belgian yeast, light orange & banana, pineapple, sweet pear and the expected bubble gum. remarkable among farmhouse ales for me because there's enough crisp fruit notes to keep cutting through the growing yeast funk, especially when freshly cold. a top-shelf saison!   
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 5 | overall: 4.25 Look: Straw yellow with hints of gold; hazy (translucent). Lots of medium-sized bubbles visible. Pours with a large 2+ finger rich off-white head that dies down slowly leaving a thick, even coating of foam on the surface of the beer and some sticky lacing on the sides of the glass. Looks enticing.    Smell: Sweet spices, citrus (lemon), slightly floral aroma. No hops or malt present. Not overwhelming.    Taste: Citrus (lemon), mild spices, mild hops. Nice flavor profile.    Feel: Medium body, smooth carbonation, velvety feel, svery slight dry finish. Perfect.    Overall: Excellent Saison; a great example of this style of beer. Very refreshing. Would be great on a hot day.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 4.75 L: Nearly brilliant straw gold under a persistent, fluffy, clingy 3” white foam collar.   S: Perfumey, citrus, fruit, not much hop, faint smoke, over ripe fruit.   T: Rich malt flavors with a lingering maltiness seasoned with orange, stone fruit,banana and spice.   F: Medium body and medium to medium high carbonation.   O: This is an old standby that I have enjoyed for years.   
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 4 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 3.75 
look: 3.5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.25 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.5 Updating my scoring with a review. Poured a hazy straw yellow with a 3 finger head that was like meringue on a pie. The head dissipated to a half finger and remained throughout the session. Light lacing. Bubbles like Champagne. Mild lemon fruit aroma with pepper and grass. Fantastic taste . . . citrus, bread and spices. Moderate high carbonation and medium light body that is crisp.   
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 3.5 | smell: 3.5 | taste: 3.5 | feel: 3 | overall: 3.5 750 ml bottle purchased from Whole Foods, chilled to approximately 50 degrees (yes, I know the label says to chill it to 40 degrees, but that's what's Ommegang says to do with every one of its beers, even their Dubbel for Chrissake -- pardon me if I exercise some discretion here), poured into a stemmed Spiegelau Pilsner glass, and consumed unhurriedly while warming. Loved this early this summer when having it for the first time. Still like it, but not as much as before. Could use a bit more funkiness and I find it somewhat heavy and sticky feeling. Prefer Goose Island Sophie, Saison Dupont and, probably, Great Divide Collette.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 3.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 3 | taste: 3.5 | feel: 3.5 | overall: 3.5 Smells fruity but lacks the taste. It was okay. 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4 | taste: 3.5 | feel: 4.25 | overall: 4.25 
look: 5 | smell: 5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Yep, this is what a saison is supposed to be. Very delicious, refreshing, spicy and peppery with just the right touch of funk. Haven't had Allagash saison yet but this so far is my pick for an American crafted saison. Well done.   
look: 4.25 | smell: 5 | taste: 4.5 | feel: 4.25 | overall: 4.5 This brew pours a cloudy yellow/straw color with a fluffy two finger head which lasts until the end. Good lacing, almost worthy of a Pale Ale, and high carbonation.     The smell is bubble gum and spices. The grains of paradise as well as the advertised corriander can be detected. There is also a fruity smell, (pears? and maybe a hint of banana as the brew warms up), as well as a floral smell. There is also a musty wet straw/wet hay smell lurking just beneath the surface along with sweet malts.    The taste is sweet with a very sweet berry like, bubble gum taste along with lots of sweet wheat. The spices tickle the palette then the sweet, creamy wheat taste comes in. There is just a tiny amount of light spicy hops on the backend. The feel is creamy and the beer goes down smoothly.    Overall this close to the perfect hot day/summer beer.   
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 Another excellent brew from a rare Brewing Company that doesn't seem to have a bad beer... 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 4.75 | taste: 4.75 | feel: 4.25 | overall: 4.5 Delicious beer, enjoyed out of a bomber. Great nose, crisp hop flavor, and lovely yeast. A lovely change from the IPA slog. 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 5 | feel: 4.5 | overall: 4.75 Golden hued, well-bubbled and with a luxurious 3/4 inches or so of foamy head. Foamy legs down the glass side. Strongest notes in the nose are of a fruity, estery nature, with plenty of belgian yeastiness. Banana may be the most dominant of those notes. Lingering non-sweet esteriness. An excellent flavor; expertly balanced between sweet fruit, mild pepper spice, and a warmer earthiness. Hides the 7.7 ABV well, perhaps dangerously so!    Overall that is a damn fine saison. For me, it's this and Tank 7 as the best American saisons. But there's always more to try!   
look: 4.5 | smell: 5 | taste: 4.75 | feel: 4 | overall: 4.75 
look: 4.25 | smell: 4.75 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.5 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 The Kitchen - Denver, CO - 12 oz bottle poured into a snifter 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 3.5 | taste: 3.5 | feel: 3.75 | overall: 3.5 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 3.75 | overall: 4 Looks like it should. Smells like it should. Big foamy head after a smooth pour. Tastes light but is definitely a saison. Good summer time beer for sure.   
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 3.5 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.75 One of my favorite beers. High ABV for a saison but well worth trying. Highly recommended. 
look: 4.5 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.75 | feel: 4.5 | overall: 4.25 Surprised me, a very good beer. I could see this being a summertime fav. 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 Poured from a 750ml cork and cage into a stemmed pilsner, the beer is a hazy, almost opaque, lemon yellow coloring with a fluffy, clingy, bright white head. Aromas of toasted grains, lemon grass, bubble gum, subtle honey notes, clove, all spice, grains of paradise, ginger, and subtle funky yeast notes. Balanced and enticing. The flavors are grassy and funky forward, with notes of bubble gum, apple, lemon grass, orange rind, subtle hops bitterness, berry sweet, and a plethora of herb and spice notes. Smooth and light in mouth, with a bubbly effervescence throughout. The beer has an herbal and spiced aftertaste, with a smooth, light, frothy finish. Very refreshing and extremely drinkable.   
look: 3 | smell: 2.75 | taste: 2.75 | feel: 3.25 | overall: 2.75 Just not my thing. Eh! 
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 4.25 | overall: 4.5 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 3.75 | taste: 3.75 | feel: 4 | overall: 3.75 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 Poured a light yellow with a thick, milk white head and lacing. The smell is wheat and citrus. The taste is tart with lemon, orange peel, and abundant spiciness. The finish is fairly bitter. This beer is highly carbonated and I agree with others' comparison to champagne. Overall, this is a delightful saison: dry but quite flavorful. It's a nice summertime beer and I look forward to enjoying it again.   
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4 
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4.5 Smooth, pleasant smell and taste. Nothing extravagant or unique, but a solid and reliable choice that won't upset. 
look: 4 | smell: 3.75 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 3.75 | smell: 3.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 3.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 Surprisingly low aroma. Low head and medium -low carbonation. Refreshing and clean taste with notes of citrus. Quite a good saison. 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 This poured a nice cloudy straw color. The carbonation was very champagne like. The aroma was smoky and citrusy? Like a clove and toasted malts. The taste was smooth and citrusy. It had smoky malt notes and earthy flavors. The alcohol bite was noticeable, yet it was very clean and refreshing on the mouthfeel. This is a very good beer for the style. I think it was very complex and made me taste something different with almost every sip.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 4.25 | taste: 4.5 | feel: 4.75 | overall: 4.5 Look: Hazy straw yellow-gold with explosive fluffy white head. Sediment at the bottom of the bottle.	  Smell: Clove, citrus?, tangy	  Taste: Breadiness, tangy spicy citrus fruit and cloves. Finishes with a mild yet sustained bitterness. Refreshing and flavorful. Alcohol is scarcely noticeable.	  Feel: Light-medium body, light carbonation "explodes" in the mouth - effervescent	    Overall: A light, highly drinkable beer with nice complexity and depth of flavor. Very refreshing, but with the higher ABV it sneaks up on you.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 Sharp yeast / grain aroma, followed with the expected earthy malt / grassy taste, with some plain cracker and citrus on the backburner. Not an inventive saison, but delivers the goods and has very little to fault.   
look: 4.75 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.5 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 My cup runeth over. My label features little famers--Quaker looking folk--in a canoe raising their goblets to the new corn moon. Okay, maybe I'm confusing this beer with a Disney song. But this beauty simply soars. Pale sunset russet on the eye with creamy head buoyant enough to bear fair Aphrodite on its delicate foam. Champange on the nose, but something else too.....something stinky like a soft ripened cheese, but also heavily citrus. Teasingly effervescent with bubbles bursting like ripe muscat grapes on the palate. And then an unexpected aromatic twist--a faintly metallic tang. Light on the tongue, creamy, well done spices. A breathtaking achievement from Cooperstown. Please, Sir, may I have another?   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4 | overall: 4.25 Very nice farmhouse beer. Great spicy notes. 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 3.75 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4.5 | taste: 4 | feel: 4.25 | overall: 4.25 
look: 4.5 | smell: 3.75 | taste: 4.25 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 4.75 | feel: 5 | overall: 4.75 
look: 4 | smell: 4.25 | taste: 3 | feel: 2.75 | overall: 3.5 Smell initially is a little funk then sage, coriander, then very fruity pear. Love the nose on this one. Pours very effervescent with thick head, lots of carbonation. Slightly acidic mouthfeel with a finish that smacks of tart orange? Not as smooth or as complex as others. It's a decent saison, but I am surprised it's as popular as it is.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.75 | feel: 4.75 | overall: 5 
look: 4 | smell: 4.25 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 3 | smell: 4 | taste: 2.5 | feel: 3 | overall: 3 Nice golden color, head a tad thick/lumpy. Very peppery smell, nice spicy taste but the finish was just way too bitter for me, not what I want out of the style.   
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.5 | smell: 4.25 | taste: 4.75 | feel: 4.25 | overall: 4.5 
look: 4 | smell: 3.75 | taste: 3 | feel: 4.5 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.75 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.25 | overall: 4.25 
